operating_period_id,line_factory_id,product_id,order_id,shift_id,machine_state_id,operator_id,work_order_status_id,timestamp,planned_qty,produced_qty,scrap_qty,cycle_time_s,oee,availability,performance,quality,maintenance_type_id,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh
1133,1,0,593,0,3,16,2,2025-11-07T04:15:00.000+01:00,66,7,0,35.44,0.401,0.426,0.976,0.964,0,2025-11-10,1.575,33.98,4.93,4.322
1134,0,2,1665,0,1,2,3,2025-11-07T04:30:00.000+01:00,78,68,3,30.37,0.72,1.0,0.762,0.945,0,2025-11-14,2.409,37.73,6.25,12.081
1135,2,0,1573,0,4,5,3,2025-11-07T04:30:00.000+01:00,76,26,1,28.17,0.81,0.936,0.909,0.952,0,2025-11-08,1.411,31.28,5.07,5.001
1136,1,0,1068,0,1,10,3,2025-11-07T04:30:00.000+01:00,55,49,0,29.04,0.999,1.0,1.018,0.982,2,2025-11-07,1.757,41.23,6.24,12.95
1137,0,0,222,0,1,16,3,2025-11-07T04:45:00.000+01:00,41,35,1,38.31,0.876,1.0,0.904,0.969,0,2025-11-14,2.071,38.0,6.19,11.526
1138,2,2,697,0,1,13,3,2025-11-07T04:45:00.000+01:00,40,39,1,28.91,0.876,1.0,0.906,0.966,2,2025-11-14,2.699,37.71,5.96,12.985
1139,1,2,1215,0,1,4,3,2025-11-07T04:45:00.000+01:00,47,46,1,31.78,0.95,1.0,0.985,0.964,2,2025-11-10,1.621,36.97,6.54,12.171
1140,0,2,801,0,1,2,3,2025-11-07T05:00:00.000+01:00,67,59,3,44.31,0.963,1.0,1.017,0.947,1,2025-11-07,1.948,35.78,6.07,11.599
1141,2,2,1547,0,1,3,3,2025-11-07T05:00:00.000+01:00,51,50,3,36.94,0.998,1.0,1.079,0.925,1,2025-11-10,1.598,35.58,6.17,11.263
1142,1,1,824,0,4,17,3,2025-11-07T05:00:00.000+01:00,46,6,0,40.53,0.795,0.917,0.9,0.964,0,2025-11-10,1.552,30.03,5.13,5.4
1143,0,0,1984,0,1,18,3,2025-11-07T05:15:00.000+01:00,70,64,3,44.68,0.885,1.0,0.939,0.942,0,2025-11-07,2.174,37.95,6.79,12.906
1144,2,2,339,0,0,0,1,2025-11-07T05:15:00.000+01:00,58,5,0,25.31,0.757,0.937,0.847,0.954,1,2025-11-14,1.301,31.85,5.35,6.235
1145,1,0,556,0,1,0,3,2025-11-07T05:15:00.000+01:00,60,56,2,26.44,0.692,1.0,0.718,0.964,1,2025-11-14,1.879,40.74,6.21,11.159
1146,0,2,457,0,1,1,0,2025-11-07T05:30:00.000+01:00,61,62,2,29.46,0.944,1.0,0.983,0.96,0,2025-11-10,1.78,38.95,6.54,10.897
1147,2,2,1881,0,3,17,2,2025-11-07T05:30:00.000+01:00,72,9,0,37.72,0.593,0.649,1.0,0.914,1,2025-11-10,1.618,36.35,5.23,3.788
1148,1,2,1537,0,1,6,3,2025-11-07T05:30:00.000+01:00,66,61,3,38.03,0.825,1.0,0.87,0.949,0,2025-11-21,1.694,37.21,6.52,11.347
1149,0,2,754,0,1,18,3,2025-11-07T05:45:00.000+01:00,65,56,1,40.58,0.924,1.0,0.942,0.981,1,2025-11-14,2.061,36.01,6.03,11.382
1150,2,1,1033,0,2,19,1,2025-11-07T05:45:00.000+01:00,75,26,1,37.09,0.671,0.755,0.938,0.948,1,2025-11-10,1.321,31.18,5.47,8.672
1151,1,0,522,0,3,6,2,2025-11-07T05:45:00.000+01:00,52,6,0,41.87,0.246,0.318,0.792,0.979,2,2025-11-08,1.455,30.19,4.83,4.324
1152,0,1,1216,1,1,13,0,2025-11-07T06:00:00.000+01:00,59,59,3,39.17,0.863,1.0,0.916,0.942,0,2025-11-07,1.48,38.08,6.79,12.851
1153,2,0,1084,1,2,6,1,2025-11-07T06:00:00.000+01:00,56,15,0,32.19,0.299,0.302,1.013,0.977,2,2025-11-09,2.19,30.09,5.21,8.319
1154,1,2,1778,1,1,3,3,2025-11-07T06:00:00.000+01:00,48,43,2,34.43,0.659,1.0,0.701,0.94,1,2025-11-10,2.481,37.69,6.37,11.617
1155,0,1,1401,1,0,8,1,2025-11-07T06:15:00.000+01:00,70,9,0,43.82,0.593,0.839,0.731,0.966,1,2025-11-14,0.851,31.43,4.97,6.119
1156,2,0,611,1,4,7,3,2025-11-07T06:15:00.000+01:00,66,26,1,25.05,0.386,0.544,0.745,0.952,0,2025-11-09,1.766,30.93,5.11,5.408
1157,1,0,479,1,2,16,1,2025-11-07T06:15:00.000+01:00,57,19,0,37.45,0.472,0.45,1.068,0.981,1,2025-11-07,1.032,29.91,5.4,8.12
1158,0,2,1910,1,1,15,3,2025-11-07T06:30:00.000+01:00,58,57,2,33.53,1.0,1.0,1.067,0.95,0,2025-11-08,2.668,37.68,6.3,12.183
1159,2,0,1519,1,1,5,3,2025-11-07T06:30:00.000+01:00,63,55,1,33.9,1.0,1.0,1.096,0.971,0,2025-11-09,2.61,33.67,6.59,11.264
1160,1,1,458,1,4,11,3,2025-11-07T06:30:00.000+01:00,70,20,0,34.6,0.443,0.548,0.823,0.981,3,2025-11-08,1.226,28.85,4.59,5.63
1161,0,0,523,1,1,0,3,2025-11-07T06:45:00.000+01:00,40,35,1,38.01,0.916,1.0,0.97,0.944,1,2025-11-10,2.142,38.03,6.19,12.3
1162,2,2,655,1,0,17,1,2025-11-07T06:45:00.000+01:00,68,13,0,34.65,0.32,0.388,0.854,0.967,0,2025-11-10,1.092,30.92,5.6,5.539
1163,1,2,1605,1,1,1,3,2025-11-07T06:45:00.000+01:00,71,63,2,41.6,0.693,1.0,0.728,0.952,1,2025-11-10,2.131,38.56,6.37,12.696
1164,0,1,676,1,1,9,3,2025-11-07T07:00:00.000+01:00,48,41,0,37.91,0.774,1.0,0.774,1.0,2,2025-11-10,1.777,36.97,6.28,11.295
1165,2,0,1911,1,4,1,3,2025-11-07T07:00:00.000+01:00,70,27,0,35.57,0.632,0.846,0.76,0.983,1,2025-11-08,1.547,32.78,5.22,5.683
1166,1,2,890,1,1,3,3,2025-11-07T07:00:00.000+01:00,73,67,5,30.78,0.835,1.0,0.911,0.916,2,2025-11-10,2.67,36.6,6.24,11.678
1167,0,2,1787,1,1,6,3,2025-11-07T07:15:00.000+01:00,66,60,1,43.11,0.859,1.0,0.877,0.98,1,2025-11-10,2.102,37.24,6.19,11.502
1168,2,0,698,1,4,11,3,2025-11-07T07:15:00.000+01:00,68,7,0,44.6,0.381,0.391,0.976,1.0,3,2025-11-08,1.229,28.71,5.68,5.392
1169,1,2,1655,1,1,8,0,2025-11-07T07:15:00.000+01:00,46,46,2,43.35,0.821,1.0,0.863,0.951,2,2025-11-10,2.022,37.01,6.48,11.359
1170,0,0,594,1,1,15,3,2025-11-07T07:30:00.000+01:00,77,71,4,27.41,0.77,1.0,0.817,0.942,2,2025-11-09,0.972,38.0,6.15,13.148
1171,2,0,1139,1,1,12,3,2025-11-07T07:30:00.000+01:00,52,48,1,33.89,0.87,1.0,0.901,0.965,0,2025-11-09,1.639,39.31,6.2,12.618
1172,1,1,1122,1,1,8,0,2025-11-07T07:30:00.000+01:00,63,64,2,37.41,0.923,1.0,0.958,0.963,1,2025-11-14,1.643,37.28,6.7,11.699
1173,0,2,1264,1,3,8,2,2025-11-07T07:45:00.000+01:00,58,1,0,36.79,0.594,0.64,0.969,0.958,0,2025-11-08,1.637,29.31,5.35,3.659
1174,2,0,1666,1,1,9,3,2025-11-07T07:45:00.000+01:00,44,39,1,35.46,0.877,1.0,0.904,0.971,2,2025-11-09,2.505,33.07,6.55,11.559
1175,1,1,79,1,1,10,0,2025-11-07T07:45:00.000+01:00,43,44,1,26.69,0.917,1.0,0.94,0.976,1,2025-11-08,1.973,37.04,6.65,11.126
1176,0,2,1324,1,1,12,3,2025-11-07T08:00:00.000+01:00,46,39,1,34.35,1.0,1.0,1.037,0.97,0,2025-11-21,2.304,38.61,6.26,11.621
1177,2,1,684,1,1,3,3,2025-11-07T08:00:00.000+01:00,71,70,3,25.3,0.943,1.0,0.992,0.951,0,2025-11-21,2.136,33.32,6.75,12.506
1178,1,0,183,1,1,9,0,2025-11-07T08:00:00.000+01:00,48,49,0,35.12,0.761,1.0,0.765,0.995,1,2025-11-07,2.506,39.01,5.96,12.184
1179,0,0,1699,1,1,0,3,2025-11-07T08:15:00.000+01:00,71,62,1,32.33,0.862,1.0,0.881,0.978,0,2025-11-08,2.434,38.54,6.74,12.508
1180,2,0,1175,1,1,14,3,2025-11-07T08:15:00.000+01:00,76,67,1,27.2,1.0,1.0,1.065,0.984,0,2025-11-08,2.316,38.67,5.85,12.416
1181,1,1,369,1,1,0,3,2025-11-07T08:15:00.000+01:00,75,70,2,32.31,0.728,1.0,0.756,0.964,1,2025-11-09,1.919,40.65,5.93,12.455
1182,0,1,1034,1,1,0,3,2025-11-07T08:30:00.000+01:00,61,59,3,35.73,1.0,1.0,1.096,0.947,1,2025-11-09,1.467,34.79,6.37,12.483
1183,2,0,724,1,0,1,1,2025-11-07T08:30:00.000+01:00,51,7,0,27.71,0.374,0.394,1.005,0.944,1,2025-11-10,1.897,32.48,4.92,6.548
1184,1,1,879,1,0,6,1,2025-11-07T08:30:00.000+01:00,79,7,0,34.48,0.651,0.876,0.796,0.933,1,2025-11-08,1.478,34.24,4.87,6.346
1185,0,2,1360,1,1,4,0,2025-11-07T08:45:00.000+01:00,43,44,1,35.03,1.0,1.0,1.053,0.976,0,2025-11-14,2.372,35.79,6.43,10.897
1186,2,2,1334,1,2,13,1,2025-11-07T08:45:00.000+01:00,77,32,1,30.86,0.811,0.813,1.054,0.947,1,2025-11-08,0.763,32.14,5.67,8.189
1187,1,0,211,1,1,9,3,2025-11-07T08:45:00.000+01:00,46,44,1,27.07,0.863,1.0,0.885,0.974,0,2025-11-09,1.075,34.2,6.26,12.355
1188,0,1,1253,1,1,4,3,2025-11-07T09:00:00.000+01:00,53,52,1,41.31,0.981,1.0,1.001,0.98,2,2025-11-08,2.342,37.18,6.86,12.761
1189,2,2,1832,1,3,13,2,2025-11-07T09:00:00.000+01:00,50,7,0,44.41,0.77,0.752,1.078,0.949,2,2025-11-08,1.032,34.43,5.47,3.853
1190,1,0,1952,1,1,13,3,2025-11-07T09:00:00.000+01:00,46,44,2,43.19,0.776,1.0,0.818,0.95,3,2025-11-21,1.648,38.01,6.2,11.692
1191,0,2,524,1,1,13,3,2025-11-07T09:15:00.000+01:00,77,76,1,35.45,0.897,1.0,0.909,0.987,0,2025-11-09,1.626,39.27,6.41,11.687
1192,2,1,1415,1,2,9,1,2025-11-07T09:15:00.000+01:00,62,15,0,30.11,0.736,0.796,0.984,0.939,3,2025-11-09,0.188,28.73,4.52,7.456
1193,1,1,1558,1,1,5,3,2025-11-07T09:15:00.000+01:00,77,68,3,30.16,0.93,1.0,0.976,0.953,1,2025-11-07,2.21,38.73,6.37,11.542
1194,0,2,302,1,1,4,3,2025-11-07T09:30:00.000+01:00,46,41,2,42.39,0.951,1.0,1.004,0.947,0,2025-11-08,1.831,41.38,6.51,11.727
1195,2,2,1452,1,3,7,2,2025-11-07T09:30:00.000+01:00,45,1,0,39.13,0.292,0.308,0.982,0.967,2,2025-11-07,1.776,31.58,5.46,3.923
1196,1,2,1097,1,1,5,0,2025-11-07T09:30:00.000+01:00,47,49,2,37.08,0.761,1.0,0.804,0.947,0,2025-11-07,2.339,35.37,6.55,12.808
1197,0,2,825,1,1,2,0,2025-11-07T09:45:00.000+01:00,56,56,2,26.17,0.833,1.0,0.867,0.961,0,2025-11-08,2.835,36.61,6.58,12.201
1198,2,1,755,1,1,19,3,2025-11-07T09:45:00.000+01:00,65,55,1,37.51,0.834,1.0,0.864,0.965,3,2025-11-14,2.028,35.74,6.93,11.362
1199,1,2,1217,1,3,19,2,2025-11-07T09:45:00.000+01:00,44,1,0,41.87,0.565,0.561,1.022,0.985,0,2025-11-09,0.646,29.6,5.21,3.692
1200,0,2,382,1,1,6,3,2025-11-07T10:00:00.000+01:00,46,43,2,29.53,0.825,1.0,0.869,0.949,1,2025-11-10,1.484,40.05,6.34,12.208
1201,2,2,497,1,2,17,1,2025-11-07T10:00:00.000+01:00,48,16,0,28.42,0.894,0.943,0.99,0.958,1,2025-11-09,1.862,33.27,4.99,7.279
1202,1,1,656,1,1,15,3,2025-11-07T10:00:00.000+01:00,50,42,2,34.46,0.88,1.0,0.925,0.952,0,2025-11-14,1.907,37.64,6.58,12.741
1203,0,2,1868,1,1,5,3,2025-11-07T10:15:00.000+01:00,60,53,2,25.56,0.824,1.0,0.863,0.955,1,2025-11-10,2.241,36.9,6.77,12.199
1204,2,0,212,1,1,3,3,2025-11-07T10:15:00.000+01:00,62,58,3,36.89,0.716,1.0,0.758,0.945,1,2025-11-08,2.435,36.8,6.11,11.198
1205,1,0,1123,1,1,1,3,2025-11-07T10:15:00.000+01:00,57,48,1,25.23,0.821,1.0,0.841,0.977,3,2025-11-08,1.812,34.78,6.36,11.997
1206,0,2,1108,1,1,7,0,2025-11-07T10:30:00.000+01:00,55,57,2,43.66,0.85,1.0,0.895,0.949,3,2025-11-08,2.896,36.61,6.52,12.309
1207,2,0,1002,1,1,13,3,2025-11-07T10:30:00.000+01:00,41,40,3,36.9,0.724,1.0,0.783,0.925,3,2025-11-10,1.596,40.09,6.79,11.3
1208,1,2,467,1,0,8,1,2025-11-07T10:30:00.000+01:00,51,4,0,28.79,0.642,0.824,0.81,0.962,0,2025-11-09,0.417,32.39,4.75,5.796
1209,0,1,770,1,1,19,0,2025-11-07T10:45:00.000+01:00,71,71,4,37.26,0.941,1.0,1.002,0.939,1,2025-11-09,1.74,38.29,6.65,11.357
1210,2,2,1852,1,1,15,3,2025-11-07T10:45:00.000+01:00,76,74,2,44.12,0.92,1.0,0.95,0.968,0,2025-11-07,1.917,40.42,6.6,11.252
1211,1,2,1361,1,1,5,0,2025-11-07T10:45:00.000+01:00,70,70,1,38.76,0.713,1.0,0.725,0.984,1,2025-11-09,2.066,35.39,6.79,10.894
1212,0,0,891,1,1,15,3,2025-11-07T11:00:00.000+01:00,44,37,1,30.81,0.844,1.0,0.882,0.957,1,2025-11-10,2.106,40.08,6.95,11.609
1213,2,0,1265,1,1,11,3,2025-11-07T11:00:00.000+01:00,58,56,3,28.38,0.947,1.0,1.001,0.946,3,2025-11-09,2.838,36.39,7.0,11.001
1214,1,2,525,1,1,18,0,2025-11-07T11:00:00.000+01:00,76,77,3,25.29,0.991,1.0,1.039,0.954,0,2025-11-07,2.094,38.65,7.02,12.535
1215,0,2,1111,1,1,0,0,2025-11-07T11:15:00.000+01:00,73,75,4,39.73,0.669,1.0,0.707,0.945,1,2025-11-14,1.584,37.44,6.54,11.667
1216,2,2,951,1,1,14,3,2025-11-07T11:15:00.000+01:00,52,48,0,30.35,0.918,1.0,0.918,1.0,1,2025-11-09,1.764,37.47,6.21,12.732
1217,1,0,1530,1,3,0,2,2025-11-07T11:15:00.000+01:00,44,1,0,32.88,0.483,0.649,0.777,0.958,1,2025-11-09,0.933,27.4,5.31,3.805
1218,0,0,1903,1,1,17,3,2025-11-07T11:30:00.000+01:00,40,39,1,25.36,0.806,1.0,0.847,0.952,0,2025-11-07,1.976,40.96,6.38,12.549
1219,2,1,1003,1,2,4,1,2025-11-07T11:30:00.000+01:00,66,13,0,27.78,0.632,0.664,0.966,0.985,2,2025-11-10,1.45,32.59,5.06,8.699
1220,1,0,539,1,1,2,3,2025-11-07T11:30:00.000+01:00,54,53,1,33.29,0.781,1.0,0.807,0.968,1,2025-11-08,2.342,35.03,6.65,11.277
1221,0,2,213,1,1,1,0,2025-11-07T11:45:00.000+01:00,74,74,2,42.66,0.723,1.0,0.744,0.972,2,2025-11-08,2.208,36.03,6.55,11.03
1222,2,2,1061,1,1,17,3,2025-11-07T11:45:00.000+01:00,50,47,2,42.52,0.857,1.0,0.904,0.948,0,2025-11-09,2.304,35.64,6.93,11.977
1223,1,0,1453,1,1,0,3,2025-11-07T11:45:00.000+01:00,67,64,2,31.7,0.861,1.0,0.903,0.954,3,2025-11-14,1.446,38.55,6.27,12.671
1224,0,1,725,1,1,4,3,2025-11-07T12:00:00.000+01:00,78,77,1,38.46,0.751,1.0,0.771,0.974,1,2025-11-08,1.399,36.01,6.85,11.024
1225,2,0,892,1,1,13,0,2025-11-07T12:00:00.000+01:00,57,59,1,26.81,1.0,1.0,1.072,0.973,1,2025-11-08,1.48,42.7,6.58,12.302
1226,1,0,1140,1,1,14,0,2025-11-07T12:00:00.000+01:00,79,80,1,38.12,0.794,1.0,0.813,0.976,0,2025-11-10,2.519,38.46,5.82,12.892
1227,0,0,1563,1,1,4,0,2025-11-07T12:15:00.000+01:00,65,67,1,42.4,0.684,1.0,0.703,0.973,2,2025-11-07,1.732,40.88,6.22,12.505
1228,2,1,967,1,1,2,3,2025-11-07T12:15:00.000+01:00,78,69,3,41.57,1.0,1.0,1.047,0.955,1,2025-11-08,2.364,40.3,6.78,12.056
1229,1,2,1538,1,1,2,3,2025-11-07T12:15:00.000+01:00,75,66,3,31.39,0.812,1.0,0.857,0.948,1,2025-11-09,2.673,38.49,6.92,11.169
1230,0,0,1833,1,1,16,3,2025-11-07T12:30:00.000+01:00,43,37,1,28.18,0.808,1.0,0.837,0.966,1,2025-11-09,2.263,37.99,6.18,11.185
1231,2,0,835,1,1,15,0,2025-11-07T12:30:00.000+01:00,67,68,2,39.11,0.988,1.0,1.028,0.961,0,2025-11-21,1.718,36.33,6.14,12.386
1232,1,2,312,1,1,5,3,2025-11-07T12:30:00.000+01:00,59,54,3,26.08,1.0,1.0,1.093,0.941,2,2025-11-14,1.751,38.08,6.88,12.989
1233,0,2,100,1,1,7,3,2025-11-07T12:45:00.000+01:00,60,55,2,39.47,1.0,1.0,1.075,0.951,0,2025-11-10,2.704,37.94,6.4,10.821
1234,2,1,1054,1,4,4,3,2025-11-07T12:45:00.000+01:00,47,10,0,30.33,0.669,0.767,0.928,0.94,1,2025-11-07,1.847,28.95,4.94,5.467
1235,1,1,313,1,3,5,2,2025-11-07T12:45:00.000+01:00,40,1,0,25.97,0.65,0.664,1.0,0.979,1,2025-11-07,1.421,31.72,5.34,3.757
1236,0,1,685,1,1,16,3,2025-11-07T13:00:00.000+01:00,40,38,1,44.71,0.953,1.0,0.983,0.97,0,2025-11-21,1.877,40.78,6.5,11.877
1237,2,2,1454,1,3,4,2,2025-11-07T13:00:00.000+01:00,65,9,0,35.78,0.627,0.76,0.868,0.952,2,2025-11-14,0.968,35.35,5.09,4.135
1238,1,0,1350,1,1,17,3,2025-11-07T13:00:00.000+01:00,41,39,0,40.23,0.815,1.0,0.835,0.977,0,2025-11-09,1.639,36.42,6.89,12.331
1239,0,0,415,1,1,10,3,2025-11-07T13:15:00.000+01:00,67,64,1,35.46,0.936,1.0,0.964,0.971,1,2025-11-09,1.548,37.63,6.26,12.598
1240,2,1,1788,1,1,6,3,2025-11-07T13:15:00.000+01:00,74,72,4,40.87,0.917,1.0,0.982,0.934,1,2025-11-08,2.078,38.22,6.42,12.7
1241,1,1,459,1,1,4,0,2025-11-07T13:15:00.000+01:00,55,56,4,25.44,0.733,1.0,0.789,0.928,1,2025-11-09,2.254,35.5,6.43,12.25
1242,0,2,460,1,1,4,3,2025-11-07T13:30:00.000+01:00,59,51,1,44.25,0.742,1.0,0.76,0.977,1,2025-11-10,2.05,37.87,6.73,12.078
1243,2,2,1069,1,2,8,1,2025-11-07T13:30:00.000+01:00,42,10,0,25.83,0.252,0.366,0.735,0.935,0,2025-11-09,1.055,33.69,5.34,8.076
1244,1,0,883,1,1,16,3,2025-11-07T13:30:00.000+01:00,60,53,0,35.21,0.75,1.0,0.75,1.0,2,2025-11-21,2.068,35.75,6.86,12.821
1245,0,2,657,1,1,16,3,2025-11-07T13:45:00.000+01:00,56,48,1,42.72,0.673,1.0,0.7,0.961,1,2025-11-09,2.264,39.85,6.28,12.451
1246,2,0,486,1,2,4,1,2025-11-07T13:45:00.000+01:00,61,23,1,36.01,0.634,0.703,0.966,0.934,0,2025-11-21,1.613,29.88,5.3,8.098
1247,1,2,1152,1,3,13,2,2025-11-07T13:45:00.000+01:00,76,0,0,41.14,0.81,0.928,0.882,0.99,0,2025-11-08,1.423,31.17,5.27,4.229
1248,0,1,1021,2,1,9,3,2025-11-07T14:00:00.000+01:00,52,50,0,41.88,1.0,1.0,1.071,0.992,0,2025-11-10,2.176,36.94,6.02,11.97
1249,2,2,836,2,0,2,1,2025-11-07T14:00:00.000+01:00,70,7,0,38.73,0.779,0.782,1.012,0.984,1,2025-11-10,1.155,30.6,5.63,5.85
1250,1,0,42,2,1,19,0,2025-11-07T14:00:00.000+01:00,76,79,4,36.31,0.966,1.0,1.019,0.948,3,2025-11-09,2.618,41.43,6.35,11.851
1251,0,2,732,2,3,19,2,2025-11-07T14:15:00.000+01:00,72,0,0,43.85,0.642,0.763,0.909,0.926,0,2025-11-14,0.48,33.71,5.6,3.729
1252,2,0,1443,2,2,11,1,2025-11-07T14:15:00.000+01:00,51,14,0,40.23,0.379,0.471,0.836,0.963,0,2025-11-09,1.906,36.27,5.1,7.504
1253,1,2,1390,2,1,16,3,2025-11-07T14:15:00.000+01:00,54,53,1,43.41,0.749,1.0,0.764,0.98,2,2025-11-07,2.153,39.9,6.4,11.529
1254,0,2,1465,2,2,13,1,2025-11-07T14:30:00.000+01:00,54,15,0,31.51,0.416,0.458,0.95,0.955,1,2025-11-10,1.555,33.71,5.19,7.915
1255,2,0,1813,2,2,8,1,2025-11-07T14:30:00.000+01:00,45,15,1,25.68,0.575,0.827,0.752,0.926,0,2025-11-07,0.916,34.84,5.14,8.355
1256,1,0,1402,2,1,9,0,2025-11-07T14:30:00.000+01:00,71,74,2,34.91,0.727,1.0,0.754,0.964,1,2025-11-09,2.178,35.31,6.93,12.756
1257,0,2,850,2,1,8,3,2025-11-07T14:45:00.000+01:00,75,70,0,43.9,0.748,1.0,0.753,0.994,1,2025-11-09,1.838,37.13,6.73,11.642
1258,2,2,1930,2,1,7,3,2025-11-07T14:45:00.000+01:00,57,52,3,30.52,0.878,1.0,0.947,0.927,1,2025-11-10,2.326,39.45,6.45,12.356
1259,1,2,645,2,1,18,0,2025-11-07T14:45:00.000+01:00,46,47,0,32.4,0.809,1.0,0.823,0.982,0,2025-11-10,1.973,38.85,6.76,11.47
1260,0,1,826,2,1,16,0,2025-11-07T15:00:00.000+01:00,49,49,0,42.31,0.758,1.0,0.768,0.988,2,2025-11-14,1.887,40.45,5.87,13.034
1261,2,2,1455,2,1,17,3,2025-11-07T15:00:00.000+01:00,63,56,3,37.5,0.772,1.0,0.816,0.946,1,2025-11-07,2.395,35.64,6.64,10.957
1262,1,2,189,2,1,4,3,2025-11-07T15:00:00.000+01:00,55,48,2,39.8,0.94,1.0,0.991,0.949,0,2025-11-07,1.653,38.69,6.75,13.073
1263,0,2,164,2,1,11,3,2025-11-07T15:15:00.000+01:00,77,68,5,40.22,0.703,1.0,0.766,0.917,3,2025-11-08,1.763,38.22,6.68,11.203
1264,2,0,776,2,1,16,3,2025-11-07T15:15:00.000+01:00,48,41,2,43.78,0.671,1.0,0.717,0.935,3,2025-11-07,2.129,38.64,6.3,12.275
1265,1,2,487,2,1,4,3,2025-11-07T15:15:00.000+01:00,67,57,2,33.68,0.713,1.0,0.75,0.951,2,2025-11-21,2.345,41.64,7.16,13.056
1266,0,0,1574,2,1,0,0,2025-11-07T15:30:00.000+01:00,48,50,2,42.12,0.878,1.0,0.927,0.947,1,2025-11-14,1.968,39.66,6.99,12.752
1267,2,2,498,2,1,0,3,2025-11-07T15:30:00.000+01:00,50,44,2,30.63,0.959,1.0,1.017,0.943,3,2025-11-09,2.576,39.99,6.28,11.973
1268,1,2,383,2,1,15,3,2025-11-07T15:30:00.000+01:00,48,41,1,33.7,0.916,1.0,0.961,0.953,0,2025-11-08,1.99,38.02,6.62,11.292
1269,0,0,1667,2,2,10,1,2025-11-07T15:45:00.000+01:00,52,10,0,35.03,0.397,0.475,0.856,0.976,0,2025-11-09,1.241,28.37,5.12,7.898
1270,2,2,771,2,1,10,0,2025-11-07T15:45:00.000+01:00,42,42,1,44.75,0.808,1.0,0.833,0.97,0,2025-11-09,2.458,38.6,6.73,12.205
1271,1,2,1502,2,2,0,1,2025-11-07T15:45:00.000+01:00,57,23,1,33.8,0.427,0.414,1.087,0.95,2,2025-11-08,0.773,31.3,5.37,7.541
1272,0,2,5,2,1,16,3,2025-11-07T16:00:00.000+01:00,76,67,0,25.19,1.0,1.0,1.091,1.0,1,2025-11-09,2.09,37.67,6.03,12.299
1273,2,0,1335,2,1,19,0,2025-11-07T16:00:00.000+01:00,41,41,2,37.89,0.879,1.0,0.927,0.948,1,2025-11-07,2.101,38.2,6.29,12.037
1274,1,0,1511,2,1,2,3,2025-11-07T16:00:00.000+01:00,49,44,2,29.45,0.942,1.0,0.995,0.946,2,2025-11-10,1.787,37.26,6.3,12.97
1275,0,0,149,2,1,9,3,2025-11-07T16:15:00.000+01:00,74,68,1,36.25,0.737,1.0,0.76,0.971,0,2025-11-07,2.424,38.53,6.12,11.466
1276,2,2,1606,2,2,8,1,2025-11-07T16:15:00.000+01:00,62,17,0,28.74,0.616,0.742,0.858,0.968,2,2025-11-10,1.109,29.05,5.22,8.473
1277,1,0,314,2,1,2,3,2025-11-07T16:15:00.000+01:00,61,59,3,39.12,0.809,1.0,0.857,0.943,3,2025-11-08,2.201,35.89,6.31,11.085
1278,0,0,1391,2,3,8,2,2025-11-07T16:30:00.000+01:00,67,7,0,28.87,0.581,0.704,0.843,0.98,1,2025-11-10,1.5,31.43,4.96,3.836
1279,2,0,902,2,1,0,3,2025-11-07T16:30:00.000+01:00,58,51,4,35.65,1.0,1.0,1.097,0.919,1,2025-11-10,2.009,40.71,6.5,12.076
1280,1,0,1152,2,2,8,1,2025-11-07T16:30:00.000+01:00,70,29,1,32.01,0.557,0.581,0.997,0.962,0,2025-11-07,1.5,33.37,5.38,8.002
1281,0,2,1098,2,4,15,3,2025-11-07T16:45:00.000+01:00,76,7,0,30.79,0.738,0.815,0.941,0.961,2,2025-11-08,0.418,34.4,4.87,5.714
1282,2,1,1708,2,1,2,3,2025-11-07T16:45:00.000+01:00,55,47,2,33.19,0.755,1.0,0.792,0.953,1,2025-11-09,2.0,40.93,6.55,13.15
1283,1,0,985,2,1,17,3,2025-11-07T16:45:00.000+01:00,65,62,2,44.97,0.89,1.0,0.935,0.952,1,2025-11-14,2.013,40.82,7.06,11.291
1284,0,0,416,2,1,16,3,2025-11-07T17:00:00.000+01:00,65,59,4,26.88,0.966,1.0,1.038,0.931,1,2025-11-08,2.144,39.96,6.13,10.936
1285,2,2,1380,2,3,2,2,2025-11-07T17:00:00.000+01:00,79,11,0,27.68,0.371,0.504,0.747,0.983,0,2025-11-07,1.303,28.65,4.77,3.964
1286,1,2,499,2,4,12,3,2025-11-07T17:00:00.000+01:00,44,10,0,26.59,0.337,0.436,0.825,0.937,0,2025-11-10,1.188,32.11,5.3,5.078
1287,0,0,1700,2,0,17,1,2025-11-07T17:15:00.000+01:00,73,12,0,36.6,0.619,0.798,0.808,0.96,1,2025-11-09,0.446,35.45,5.49,6.2
1288,2,1,1362,2,1,6,0,2025-11-07T17:15:00.000+01:00,63,63,3,27.31,0.878,1.0,0.923,0.951,1,2025-11-08,1.665,41.85,5.99,11.783
1289,1,0,119,2,1,7,3,2025-11-07T17:15:00.000+01:00,54,51,0,29.44,0.904,1.0,0.92,0.983,1,2025-11-08,1.91,36.97,6.46,12.975
1290,0,2,430,2,1,10,3,2025-11-07T17:30:00.000+01:00,75,68,3,35.59,0.935,1.0,0.99,0.944,0,2025-11-10,1.668,34.62,6.55,12.695
